City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Luganville,-15.5333,167.1667,84.96,70,49,11.99,VU,scattered clouds
348,Russell,32.3502,-85.1999,74.43,83,0,0.0,US,clear sky
349,Mogadishu,2.0371,45.3438,77.74,81,11,7.36,SO,few clouds
350,Bangaon,23.0667,88.8167,71.19,72,2,1.77,IN,clear sky
351,Kemijarvi,66.7131,27.4306,22.89,98,35,1.68,FI,scattered clouds
352,Sendhwa,21.6833,75.1,71.55,43,99,0.96,IN,overcast clouds
353,Chapais,49.7834,-74.8492,29.98,83,100,16.31,CA,overcast clouds
354,Moose Factory,51.2585,-80.6094,32.0,80,100,17.27,CA,overcast clouds
355,Rockhampton,-23.3833,150.5,76.89,53,40,10.36,AU,scattered clouds
356,Alikalia,9.1667,-11.4,70.05,96,100,0.36,SL,light rain
357,Meiktila,20.8667,95.8667,69.84,74,0,4.7,MM,clear sky
358,Dromolaxia,34.8761,33.586,60.46,88,20,8.05,CY,few clouds
359,Mayumba,-3.432,10.6554,76.8,90,38,5.5,GA,light rain
360,Abu Samrah,35.3029,37.1841,56.7,82,100,2.53,SY,overcast clouds
361,Alekseyevsk,57.8406,108.3492,23.38,90,100,12.55,RU,light snow
362,Albenga,44.0529,8.216,62.89,76,0,7.0,IT,clear sky
363,Rudnogorsk,57.2639,103.7519,21.0,87,100,11.05,RU,overcast clouds
364,Inuvik,68.3499,-133.7218,6.01,72,20,5.75,CA,few clouds
365,Saint-Pierre,-21.3393,55.4781,71.28,68,0,6.91,RE,clear sky
366,Gimli,50.6336,-96.9907,28.42,80,97,8.05,CA,overcast clouds
367,Bitung,1.4451,125.1824,81.45,68,54,1.39,ID,broken clouds
368,Ozernovskiy,51.5,156.5167,36.99,98,100,17.54,RU,light rain
369,Te Anau,-45.4167,167.7167,65.14,49,55,5.99,NZ,broken clouds
370,San Isidro,-12.1167,-77.05,68.02,75,0,9.22,PE,clear sky
371,Darhan,49.4867,105.9228,30.54,56,57,2.77,MN,broken clouds
372,Fortuna,40.5982,-124.1573,48.65,91,93,4.0,US,overcast clouds
373,Oyama,36.3,139.8,59.59,46,0,2.06,JP,clear sky
374,Mitsamiouli,-11.3847,43.2844,77.29,82,1,12.8,KM,clear sky
375,Rabo De Peixe,37.8,-25.5833,60.31,97,40,5.75,PT,scattered clouds
376,Tecoanapa,16.5167,-98.75,80.55,84,16,6.35,MX,few clouds
377,Porbandar,21.6422,69.6093,75.9,64,4,8.12,IN,clear sky
378,Balboa,2.0396,-77.2168,61.2,97,100,2.39,CO,light rain
379,Itaueira,-7.6033,-43.0256,80.17,61,100,4.03,BR,overcast clouds
380,Oistins,13.0667,-59.5333,82.49,78,20,17.27,BB,few clouds
381,Beloha,-25.1667,45.05,71.11,84,14,3.78,MG,few clouds
382,Grand-Lahou,5.1367,-5.0242,77.77,85,62,4.32,CI,broken clouds
383,Auki,-8.7676,160.7034,83.93,72,20,6.4,SB,few clouds
384,Hofn,64.2539,-15.2082,43.77,92,100,27.04,IS,overcast clouds
385,Diffa,13.3154,12.6113,75.72,21,8,8.59,NE,clear sky
386,Padang,-0.9492,100.3543,75.25,80,100,2.08,ID,overcast clouds
387,Pisco,-13.7,-76.2167,62.65,82,0,11.5,PE,clear sky
388,Calvinia,-31.4707,19.776,58.15,49,0,3.15,ZA,clear sky
389,Saint-Augustin,51.226,-58.6502,48.76,77,99,19.1,CA,light rain
390,Kukes,42.0769,20.4219,51.69,85,8,1.88,AL,clear sky
391,Ahipara,-35.1667,173.1667,61.18,91,90,14.52,NZ,overcast clouds
392,Guanica,17.9716,-66.908,80.98,92,57,8.16,PR,broken clouds
393,Karaton,-6.3424,106.1045,75.06,92,100,0.43,ID,light rain
394,Maceio,-9.6658,-35.7353,74.64,94,20,4.61,BR,few clouds
395,Sorland,67.667,12.6934,42.66,66,7,21.94,NO,clear sky
396,Gazojak,41.1875,61.4036,38.43,64,87,9.26,TM,overcast clouds
397,Willowmore,-33.2926,23.4895,59.79,80,28,3.8,ZA,scattered clouds
398,Semnan,35.5729,53.3971,47.21,57,97,4.88,IR,overcast clouds
399,Atakpame,7.5333,1.1333,73.24,70,100,2.57,TG,overcast clouds
400,Orodara,10.9492,-4.9342,70.48,28,42,4.21,BF,scattered clouds
401,Gwadar,25.1216,62.3254,78.8,70,0,4.27,PK,clear sky
402,Korla,41.7597,86.1469,44.38,42,7,3.6,CN,clear sky
403,Teguldet,57.3064,88.1667,19.17,99,78,2.89,RU,broken clouds
404,Isiro,2.7739,27.616,66.18,99,100,2.51,CD,light rain
405,Ambatondrazaka,-17.8333,48.4167,58.01,91,6,1.95,MG,clear sky
406,Cockburn Town,21.4612,-71.1419,78.76,78,75,9.22,TC,broken clouds
407,Kirksville,40.1948,-92.5833,47.05,44,0,8.05,US,clear sky
408,Erenhot,43.6475,111.9767,36.43,30,18,9.57,CN,few clouds
409,Christchurch,-43.5333,172.6333,64.6,63,75,6.91,NZ,broken clouds
410,Severnoye,56.3491,78.3619,19.99,99,62,1.01,RU,broken clouds
411,Bam,29.106,58.357,62.15,34,0,7.7,IR,clear sky
412,Tungor,53.3808,142.9564,25.0,59,89,16.91,RU,overcast clouds
413,Aklavik,68.2191,-135.0107,-0.4,85,40,3.44,CA,scattered clouds
414,Shupiyan,33.7167,74.8333,36.54,78,20,2.26,IN,few clouds
415,Manjacaze,-24.7117,33.8828,70.25,97,100,4.72,MZ,overcast clouds
416,Riachao Das Neves,-11.7461,-44.91,72.86,76,95,0.94,BR,overcast clouds
417,Yafran,32.0633,12.5286,52.66,73,0,3.51,LY,clear sky
418,Mayor Pablo Lagerenza,-19.9309,-60.7718,76.51,32,0,3.44,PY,clear sky
419,Miraflores,19.2167,-98.8083,71.02,61,6,4.12,MX,clear sky
420,Sikeston,36.8767,-89.5879,62.91,45,100,9.22,US,overcast clouds
421,North Bend,43.4065,-124.2243,46.17,91,20,12.66,US,few clouds
422,Todos Santos,23.45,-110.2167,73.65,69,2,6.87,MX,clear sky
423,Sarrebourg,48.7333,7.05,45.81,80,100,5.91,FR,overcast clouds
424,Agadez,19.75,10.25,64.63,23,0,11.59,NE,clear sky
425,Stawell,-37.05,142.7667,71.28,64,6,10.71,AU,clear sky
426,Myaundzha,63.0494,147.1858,-6.29,96,100,3.09,RU,overcast clouds
427,Kutum,14.2,24.6667,66.61,28,4,7.4,SD,clear sky
428,Kasempa,-13.4584,25.8338,61.2,95,100,4.05,ZM,overcast clouds
429,Safford,32.834,-109.7076,77.92,18,0,9.22,US,clear sky
430,Umea,63.8284,20.2597,33.91,100,100,10.36,SE,overcast clouds
431,Clarence Town,-32.5833,151.7833,74.14,58,44,8.57,AU,light rain
432,Oranjemund,-28.55,16.4333,59.36,93,69,8.63,NA,broken clouds
433,Cabedelo,-6.9811,-34.8339,79.47,75,61,8.75,BR,broken clouds
434,Mahibadhoo,3.7833,72.9667,81.7,72,8,10.89,MV,clear sky
435,Tripoli,32.8752,13.1875,67.17,60,0,1.77,LY,clear sky
436,Gumdag,39.2061,54.5906,40.98,51,0,13.0,TM,clear sky
437,Suntar,62.1444,117.6319,15.55,95,100,3.27,RU,light snow
438,Kuala Terengganu,5.3302,103.1408,83.98,94,40,0.0,MY,moderate rain
439,Oneonta,42.4529,-75.0638,49.1,59,0,12.77,US,clear sky
440,Barahona,18.2085,-71.1008,76.64,81,1,4.05,DO,clear sky
441,Caravelas,-17.7125,-39.2481,70.07,74,100,4.85,BR,overcast clouds
442,Fort Nelson,58.8053,-122.7002,4.59,66,0,3.44,CA,clear sky
443,Bandipur,27.9333,84.4167,53.69,82,100,2.21,NP,overcast clouds
444,Coffs Harbour,-30.3,153.1333,72.14,68,40,5.75,AU,scattered clouds
445,Tambun,-6.2641,107.0712,83.03,76,100,1.97,ID,light rain
446,Sibolga,1.7427,98.7792,78.08,81,100,1.72,ID,overcast clouds
447,Itaituba,-4.2761,-55.9836,73.62,97,93,1.34,BR,overcast clouds
448,Acapulco,16.8634,-99.8901,82.22,83,40,8.05,MX,scattered clouds
449,Nguruka,-5.1092,31.0419,65.48,93,57,1.14,TZ,light rain
450,Puerto Del Rosario,28.5004,-13.8627,71.35,88,100,11.5,ES,overcast clouds
451,Seminole,28.7086,-81.2081,77.05,91,20,9.22,US,few clouds
452,Egvekinot,66.3167,-179.1667,19.4,87,100,15.95,RU,overcast clouds
453,Lazaro Cardenas,17.9583,-102.2,78.76,83,1,6.15,MX,clear sky
454,Cairns,-16.9167,145.7667,90.07,66,100,12.66,AU,overcast clouds
455,Atbasar,51.8,68.3333,22.03,95,27,5.37,KZ,scattered clouds
456,Muzhi,65.3667,64.6667,15.94,94,81,5.26,RU,broken clouds
457,Raudeberg,61.9875,5.1352,45.27,62,29,10.6,NO,scattered clouds
458,Kikwit,-5.041,18.8162,69.49,98,100,0.76,CD,light rain
459,Sandpoint,48.2766,-116.5533,25.86,81,100,18.41,US,overcast clouds
460,Ausa,41.9271,2.2497,58.28,87,100,3.47,ES,overcast clouds
461,Crib Point,-38.35,145.2,82.26,66,0,4.9,AU,clear sky
462,Calama,-22.4667,-68.9333,63.09,12,0,16.11,CL,clear sky
463,Bubaque,11.2833,-15.8333,83.77,64,99,12.57,GW,overcast clouds
464,Nikel,69.4128,30.222,28.58,91,100,3.33,RU,overcast clouds
465,Kieta,-6.2167,155.6333,84.97,73,28,8.72,PG,light rain
466,Vestmanna,62.1564,-7.1664,47.32,87,100,34.52,FO,overcast clouds
467,Palmer,42.1584,-72.3287,62.15,46,0,10.16,US,clear sky
468,Omsukchan,62.5333,155.8,10.51,93,100,4.29,RU,overcast clouds
469,Anadyr,64.75,177.4833,27.1,100,75,15.66,RU,light snow
470,Beckley,37.7782,-81.1882,61.21,41,0,8.05,US,clear sky
471,Bartica,6.4,-58.6167,77.32,97,100,1.66,GY,moderate rain
472,Brasileia,-11.0161,-68.7481,80.1,40,0,1.23,BR,clear sky
473,Port-Gentil,-0.7193,8.7815,79.23,83,100,10.78,GA,overcast clouds
474,Dingle,10.9995,122.6711,83.75,79,96,8.25,PH,overcast clouds
475,Kribi,2.95,9.9167,77.99,90,100,6.51,CM,overcast clouds
476,Powell River,49.8496,-124.5361,39.2,87,75,2.3,CA,broken clouds
477,Port Blair,11.6667,92.75,78.84,89,100,2.3,IN,drizzle
478,Rocha,-34.4833,-54.3333,53.26,94,0,5.82,UY,clear sky
479,Hay River,60.8156,-115.7999,3.18,72,40,4.61,CA,scattered clouds
480,Ayan,56.45,138.1667,13.77,54,100,13.89,RU,overcast clouds
481,Yulara,-25.2406,130.9889,92.34,21,89,16.78,AU,overcast clouds
482,Vestmannaeyjar,63.4427,-20.2734,43.66,83,100,18.12,IS,light rain
483,Oga,46.4631,10.347,37.02,72,42,3.24,IT,scattered clouds
484,Sakaiminato,35.55,133.2333,55.38,88,40,8.05,JP,scattered clouds
485,Hurghada,27.2574,33.8129,71.96,35,88,13.67,EG,overcast clouds
486,Lermontovka,47.1453,134.3383,36.23,53,95,6.8,RU,overcast clouds
487,Guaruja,-23.9931,-46.2564,67.73,69,97,6.64,BR,overcast clouds
488,Bayanday,53.0661,105.5139,25.99,70,91,7.0,RU,overcast clouds
489,Voyinka,45.8699,33.9914,41.32,87,62,9.46,UA,broken clouds
490,Cochabamba,-17.3895,-66.1568,65.95,37,75,13.8,BO,broken clouds
491,Forio,40.7342,13.8646,59.52,58,0,2.91,IT,clear sky
492,Ust-Tsilma,65.441,52.1498,32.38,98,100,5.53,RU,light snow
493,Pangnirtung,66.1451,-65.7125,5.43,61,55,6.15,CA,broken clouds
494,Amga,60.8953,131.9608,-1.53,89,100,3.22,RU,overcast clouds
495,Nicoya,10.1483,-85.452,74.01,94,100,1.95,CR,overcast clouds
496,Solnechnyy,50.7214,136.6319,30.27,51,100,2.48,RU,light snow
497,Bondoukou,8.0333,-2.8,73.51,61,68,0.58,CI,broken clouds
498,Yonibana,8.4447,-12.245,73.96,95,100,2.46,SL,overcast clouds
499,Kuzino,57.0224,59.4412,27.27,89,100,8.48,RU,overcast clouds
500,Vorontsovka,50.6132,40.3549,34.07,81,91,5.19,RU,overcast clouds
501,Benjamin Constant,-4.3831,-70.0311,78.93,68,9,0.74,BR,clear sky
502,Sal Rei,16.1833,-22.9167,78.19,66,100,11.1,CV,overcast clouds
503,Barberton,-25.7884,31.0532,69.17,96,100,1.43,ZA,overcast clouds
504,Ust-Kuyga,70.0167,135.6,1.85,97,100,5.73,RU,overcast clouds
505,Mar Del Plata,-38.0023,-57.5575,63.09,88,0,15.01,AR,clear sky
506,Umm Kaddadah,13.6017,26.6876,74.53,21,96,16.02,SD,overcast clouds
507,Portland,45.5234,-122.6762,43.84,91,100,7.0,US,overcast clouds
508,Alofi,-19.0595,-169.9187,80.49,65,75,13.8,NU,broken clouds
509,Arkhara,49.4212,130.0842,30.9,59,72,4.0,RU,broken clouds
510,Coos Bay,43.3665,-124.2179,46.24,92,20,12.66,US,few clouds
511,Cedar City,37.6775,-113.0619,54.57,41,0,23.02,US,clear sky
512,Wamba,8.9333,8.6,72.3,41,55,4.05,NG,broken clouds
513,Itoman,26.1247,127.6694,75.97,81,75,11.5,JP,broken clouds
514,Dauphin,51.1494,-100.0502,21.34,86,100,11.5,CA,overcast clouds
515,Huron,41.1501,-82.5499,52.68,57,43,8.81,US,scattered clouds
516,Kahului,20.8947,-156.47,87.82,63,0,24.16,US,clear sky
517,Belen,36.4891,36.2233,50.14,100,75,3.44,TR,broken clouds
518,Bogale,16.2833,95.4,74.64,86,60,4.88,MM,broken clouds
519,Puerto Cabezas,14.0351,-83.3888,76.69,83,82,8.14,NI,broken clouds
520,Akyab,20.15,92.9,74.46,82,69,5.82,MM,broken clouds
521,Ishigaki,24.3448,124.1572,80.73,83,75,17.27,JP,broken clouds
522,Tirlyanskiy,54.2109,58.5806,22.57,95,100,3.36,RU,overcast clouds
523,Sarangani,5.4033,125.4636,82.65,74,92,1.25,PH,overcast clouds
524,Severo-Yeniseyskiy,60.3725,93.0408,14.92,94,100,5.95,RU,overcast clouds
525,Coahuayana,18.7333,-103.6833,75.52,92,15,2.84,MX,few clouds
526,Grabovo,53.3875,45.064,35.53,34,100,5.77,RU,overcast clouds
527,Russkaya Polyana,49.417,31.9201,37.58,72,21,6.62,UA,few clouds
528,Rychnov Nad Kneznou,50.1628,16.2749,48.29,90,37,5.88,CZ,scattered clouds
529,Strezhevoy,60.7333,77.5889,24.3,93,100,7.27,RU,overcast clouds
530,Kruisfontein,-34.0033,24.7314,56.61,84,93,5.35,ZA,overcast clouds
531,Palafrugell,41.9174,3.1631,64.45,54,38,1.01,ES,scattered clouds
532,Port Hawkesbury,45.6169,-61.3485,61.72,91,0,21.85,CA,clear sky
533,North Platte,41.1239,-100.7654,48.09,35,0,11.99,US,clear sky
534,Loveland,40.3978,-105.075,50.43,53,0,5.01,US,clear sky
535,Champerico,14.3,-91.9167,75.74,79,100,3.09,GT,moderate rain
536,Luau,-10.7073,22.2247,63.91,98,100,2.91,AO,overcast clouds
537,Kristinehamn,59.3098,14.1081,39.76,90,19,8.93,SE,few clouds
538,Yumen,40.2833,97.2,36.81,36,51,1.95,CN,broken clouds
539,Berbera,10.4396,45.0143,79.07,79,0,3.22,SO,clear sky
540,Xuddur,4.1213,43.8894,70.88,90,33,8.88,SO,scattered clouds
541,Vagur,61.4732,-6.8119,48.85,91,100,35.9,FO,light rain
542,Caohai,26.8661,104.2841,48.61,89,93,6.26,CN,overcast clouds
543,Yerbogachen,61.2767,108.0108,17.47,96,100,6.42,RU,overcast clouds
544,Ranong,9.9658,98.6348,75.13,89,100,4.47,TH,overcast clouds
545,Clyde River,70.4692,-68.5914,12.43,67,75,6.91,CA,broken clouds
546,Kavaratti,10.5669,72.642,81.57,71,1,5.06,IN,clear sky
547,Nador,35.174,-2.9287,62.85,72,0,2.3,MA,clear sky
548,Aykhal,66.0,111.5,-4.88,100,99,2.91,RU,overcast clouds
549,Pacifica,37.6138,-122.4869,56.57,76,75,11.5,US,broken clouds
550,Callaguip,18.0714,120.4867,78.82,89,75,2.3,PH,broken clouds
551,Trelew,-43.249,-65.3051,65.84,51,100,4.34,AR,overcast clouds
552,Kulhudhuffushi,6.6221,73.07,81.07,76,17,8.57,MV,few clouds
553,Agde,43.3108,3.4758,65.95,92,100,14.97,FR,overcast clouds
554,Moron,-34.6534,-58.6198,68.0,81,0,8.48,AR,clear sky
555,Quang Ngai,15.1167,108.8,75.29,79,97,6.62,VN,overcast clouds
556,Rio Grande,-32.035,-52.0986,62.71,76,67,15.28,BR,broken clouds
557,Moyale,3.5167,39.0584,68.68,70,100,6.17,KE,overcast clouds
558,Srednekolymsk,67.45,153.6833,-3.86,99,100,8.39,RU,overcast clouds
559,Barraute,48.4335,-77.6328,35.87,70,12,12.64,CA,few clouds
560,Ossora,59.2353,163.0719,29.46,92,100,6.93,RU,light snow
561,Andradas,-22.0681,-46.5692,57.07,90,0,3.87,BR,clear sky
562,Erzin,36.9559,36.2,60.39,73,100,2.82,TR,overcast clouds
563,Elbistan,38.2059,37.1983,47.82,80,100,3.44,TR,overcast clouds
564,Krasnyye Baki,57.131,45.1599,33.49,94,100,7.74,RU,overcast clouds
565,Koroni,36.8,21.95,61.07,66,0,5.84,GR,clear sky
566,Enumclaw,47.2043,-121.9915,43.25,91,100,1.99,US,overcast clouds
567,Mackay,-21.15,149.2,80.69,60,0,15.3,AU,clear sky
568,Beyneu,45.3167,55.2,32.5,76,6,5.21,KZ,clear sky
569,Marsa Matruh,31.3525,27.2453,68.58,67,3,13.4,EG,clear sky
570,Port Hedland,-20.3167,118.5667,77.05,44,0,14.97,AU,clear sky
571,Durban,-29.8579,31.0292,72.91,96,100,3.0,ZA,moderate rain
572,Lafiagi,8.8667,5.4167,75.99,48,100,2.26,NG,overcast clouds
573,Asau,46.4333,26.4,42.28,83,100,3.44,RO,overcast clouds
574,Ulagan,50.6321,87.9563,32.88,90,100,2.46,RU,light snow
575,Abu Dhabi,24.4667,54.3667,78.82,76,0,5.75,AE,clear sky
576,Cukai,4.25,103.4167,80.01,86,62,5.46,MY,broken clouds
577,Eureka,40.8021,-124.1637,48.92,89,100,5.99,US,overcast clouds
578,Houma,29.5958,-90.7195,77.0,90,0,5.75,US,clear sky
579,San Pedro,14.35,121.0167,81.63,83,75,2.3,PH,broken clouds
580,Bahia Blanca,-38.7196,-62.2724,73.11,31,15,14.85,AR,few clouds
581,Vakhrushev,48.9833,142.9667,38.19,55,30,10.85,RU,scattered clouds
582,Ulladulla,-35.35,150.4667,70.07,57,4,11.86,AU,clear sky
583,Ilulissat,69.2167,-51.1,-7.53,88,15,6.51,GL,few clouds
584,Zhoucheng,35.9122,116.3117,57.07,45,0,3.56,CN,clear sky
585,Olga,43.7444,135.2892,42.69,56,3,8.88,RU,clear sky
586,Edgewater,28.9889,-80.9023,77.02,78,40,11.5,US,scattered clouds
587,Santa Maria,-29.6842,-53.8069,61.9,67,0,10.36,BR,clear sky
588,Pangkalanbuun,-2.6833,111.6167,73.58,96,100,3.42,ID,light rain
589,Berlevag,70.8578,29.0864,33.8,86,75,8.05,NO,broken clouds
590,Axim,4.8699,-2.2405,78.06,86,100,4.07,GH,overcast clouds
591,Simao,22.7886,100.9748,60.12,68,0,0.29,CN,clear sky
592,Bima,-8.4667,118.7167,82.69,75,100,3.94,ID,overcast clouds
593,Pouebo,-20.4,164.5667,80.4,74,99,9.89,NC,light rain
594,Jiazi,22.8779,116.067,71.56,81,100,12.35,CN,overcast clouds
595,Guigue,10.0853,-67.7792,72.28,93,98,2.64,VE,overcast clouds
596,Igunga,-4.2833,33.8833,76.23,52,84,6.67,TZ,broken clouds
597,Gat,31.61,34.7642,66.78,20,7,7.54,IL,clear sky
598,Juwana,-6.715,111.1514,78.49,85,100,1.25,ID,overcast clouds
599,Makaha,21.4694,-158.2175,85.91,57,40,13.8,US,scattered clouds
600,Boende,-0.2167,20.8667,70.12,98,100,2.39,CD,overcast clouds
601,Laredo,27.5064,-99.5075,86.25,65,20,12.66,US,few clouds
602,Piacabucu,-10.4056,-36.4344,75.34,90,31,6.78,BR,scattered clouds
603,Muros,42.7762,-9.0603,60.67,89,100,17.85,ES,overcast clouds
604,Kamina,-8.7386,24.9906,63.46,85,100,1.66,CD,overcast clouds
605,Georgiyevka,43.0369,74.7114,41.04,100,75,2.24,KZ,light intensity shower rain
606,Panorama,40.5878,23.0315,59.09,83,0,4.61,GR,clear sky
607,Byron Bay,-28.65,153.6167,64.71,83,100,5.21,AU,overcast clouds
608,Karema,-6.8205,30.4389,70.86,84,82,3.53,TZ,light rain
609,San Luis,-33.295,-66.3356,71.89,32,6,8.39,AR,clear sky
610,Casambalangan,18.3765,122.1274,80.28,82,51,7.72,PH,moderate rain
611,Baguanos,20.7517,-76.0269,77.29,88,0,3.24,CU,clear sky
612,Miri,4.4148,114.0089,80.74,89,40,3.44,MY,scattered clouds
613,Kloulklubed,7.0419,134.2556,84.7,70,100,4.56,PW,overcast clouds
614,Nocupetaro,19.05,-101.15,76.28,71,0,1.07,MX,clear sky
615,Swellendam,-34.0226,20.4417,58.53,82,76,1.81,ZA,broken clouds
616,Tambacounda,13.7539,-13.7586,75.25,78,0,2.3,SN,clear sky
617,Svetlyy,54.675,20.1347,50.05,86,100,15.75,RU,overcast clouds
618,Misratah,32.3754,15.0925,69.15,63,21,9.46,LY,few clouds
619,Scarborough,54.2797,-0.4044,55.17,87,100,5.99,GB,overcast clouds
620,Havre-Saint-Pierre,50.2334,-63.5986,42.8,93,75,21.85,CA,broken clouds
621,Vostochnyy,55.8167,37.8667,36.99,94,100,8.46,RU,overcast clouds
622,Tingo Maria,-9.2895,-76.0088,70.74,87,44,2.64,PE,scattered clouds
623,Weihai,37.5017,122.1136,56.98,66,0,2.44,CN,clear sky
624,Cedar Rapids,42.0083,-91.6441,44.13,60,0,9.22,US,clear sky
625,Samfya,-11.3649,29.5565,67.8,83,100,3.8,ZM,overcast clouds
626,Turukhansk,65.8167,87.9833,17.8,96,100,11.52,RU,light snow
627,Shingu,33.7333,135.9833,66.07,47,0,3.02,JP,clear sky
628,Washington,47.5001,-120.5015,39.34,79,100,4.34,US,overcast clouds
629,Magadan,59.5667,150.8,22.51,85,100,29.86,RU,snow
630,Leshan,29.5623,103.7639,61.43,90,99,0.92,CN,overcast clouds
631,Aleysk,52.4926,82.7822,27.5,80,100,3.87,RU,overcast clouds
632,Cayenne,4.9333,-52.3333,75.24,94,0,2.3,GF,clear sky
633,Adrar,20.5022,-10.0711,75.29,16,0,8.28,MR,clear sky
634,Awbari,26.5921,12.7805,57.31,45,0,5.14,LY,clear sky
635,Angoram,-4.0625,144.0661,79.09,92,99,4.43,PG,overcast clouds
636,Maxixe,-23.8597,35.3472,74.79,87,39,7.11,MZ,scattered clouds
637,Tucuman,-26.8241,-65.2226,80.6,32,75,4.61,AR,broken clouds
638,Ukiah,39.1502,-123.2078,49.15,91,100,3.44,US,moderate rain
639,Mukhen,48.1,136.1,35.8,59,48,9.93,RU,scattered clouds
640,Honningsvag,70.9821,25.9704,40.75,70,75,5.75,NO,broken clouds
641,Aasiaat,68.7098,-52.8699,1.72,99,94,7.09,GL,overcast clouds
642,Manggar,-2.8833,108.2667,78.66,83,100,2.77,ID,overcast clouds
643,Namatanai,-3.6667,152.4333,83.77,72,98,5.39,PG,light rain
644,Arinos,-15.9169,-46.1056,71.01,79,100,1.81,BR,light rain
645,Minab,27.1467,57.0801,76.91,71,29,6.06,IR,light rain
646,Pemberton,50.3164,-122.8027,26.29,82,97,6.82,CA,overcast clouds
647,Privodino,61.0781,46.5044,35.02,93,100,9.62,RU,overcast clouds
648,Chimoio,-19.1164,33.4833,66.83,93,100,2.73,MZ,overcast clouds
649,Ottumwa,41.02,-92.4113,45.9,58,0,9.22,US,clear sky
650,Nanuque,-17.8392,-40.3539,68.47,77,100,6.49,BR,overcast clouds
651,Roebourne,-20.7833,117.1333,75.52,41,0,13.69,AU,clear sky
652,Tailai,46.3833,123.4,38.79,36,100,8.68,CN,overcast clouds
653,Gambela,8.25,34.5833,74.41,65,100,3.53,ET,overcast clouds
654,Nyaunglebin,17.95,96.7333,72.27,84,100,2.89,MM,overcast clouds
655,Kendari,-3.945,122.4989,83.39,74,100,2.91,ID,overcast clouds
656,Athabasca,54.7169,-113.2854,5.41,93,100,11.23,CA,light snow
657,Sabancuy,18.9667,-91.1833,78.33,72,6,10.18,MX,clear sky
658,Iralaya,15.0,-83.2333,78.22,80,5,9.78,HN,clear sky
659,Del Rio,29.3627,-100.8968,84.24,57,0,7.0,US,clear sky
660,Bakel,14.905,-12.4568,86.22,21,41,7.25,SN,scattered clouds
661,San Matias,-16.3667,-58.4,76.68,34,0,2.13,BO,clear sky
662,Conde,-7.2597,-34.9075,78.26,78,20,5.75,BR,few clouds
663,Zhongxing,33.7039,118.6792,57.06,66,7,9.64,CN,clear sky
664,Pierre,44.3683,-100.351,42.06,48,0,32.01,US,clear sky
665,Douglas,41.3,-96.167,47.66,40,0,12.66,US,clear sky
666,Noshiro,40.2039,140.0242,45.43,89,100,10.74,JP,light rain
667,Yangambi,0.8102,24.4336,68.31,99,100,1.28,CD,overcast clouds
668,Jiexiu,37.0244,111.9125,49.23,45,93,2.44,CN,overcast clouds
669,Camacha,33.0833,-16.3333,62.02,100,20,2.3,PT,few clouds
670,Gaoua,10.2992,-3.2508,72.5,27,11,2.77,BF,few clouds
671,Mudgee,-32.5943,149.5871,66.61,54,52,4.43,AU,broken clouds
672,Iracoubo,5.4802,-53.2011,77.41,88,100,7.36,GF,overcast clouds
673,Kathu,7.9178,98.3332,83.75,86,100,10.58,TH,overcast clouds
674,Shankargarh,25.1833,81.6167,66.25,60,100,4.43,IN,overcast clouds
675,Guangyuan,32.442,105.823,59.79,89,100,2.55,CN,overcast clouds
676,Komsomolskiy,40.4272,71.7189,48.92,81,75,4.61,UZ,light intensity shower rain
677,Kholmogory,64.2229,41.656,36.37,98,100,5.37,RU,overcast clouds
678,Miracema Do Tocantins,-9.5618,-48.3967,74.75,91,100,3.24,BR,overcast clouds
679,Le Port,-20.9373,55.2919,71.6,76,3,3.65,RE,clear sky
680,Along,28.1667,94.7667,60.69,83,3,1.14,IN,clear sky
681,Miles City,46.4083,-105.8406,34.77,51,100,13.8,US,overcast clouds
682,Buin,-33.7333,-70.75,75.43,60,100,2.55,CL,overcast clouds
683,Mutis,6.2262,-77.4044,76.73,86,65,4.9,CO,broken clouds
684,Kangaatsiaq,68.3065,-53.4641,14.09,87,86,8.9,GL,overcast clouds
685,Polunochnoye,60.8697,60.4153,25.38,93,100,2.95,RU,overcast clouds
686,Humboldt,40.6665,-123.9178,39.85,97,100,5.32,US,moderate rain
687,Parana,-31.732,-60.5238,75.54,56,2,17.34,AR,clear sky
688,Maldonado,-34.6667,-54.9167,60.19,93,0,7.45,UY,clear sky
689,Surt,31.2089,16.5887,69.37,67,14,7.14,LY,few clouds
690,Gijon,43.5357,-5.6615,66.45,69,100,3.0,ES,overcast clouds
691,Daud Khel,32.875,71.5701,65.43,59,4,3.36,PK,clear sky
692,Pestretsy,55.7531,49.6545,32.14,97,100,7.07,RU,overcast clouds
693,Larsnes,62.2028,5.5773,48.45,83,5,7.94,NO,clear sky
694,Harper,4.375,-7.7169,78.49,83,100,6.11,LR,overcast clouds
695,Chabahar,25.2919,60.643,79.11,77,6,9.17,IR,light rain
696,San Carlos De Bariloche,-41.1456,-71.3082,60.55,44,0,18.41,AR,clear sky
697,Troitsko-Pechorsk,62.7084,56.1964,26.4,96,100,7.16,RU,overcast clouds
698,Krasnogvardeyskiy,57.3793,62.3195,23.72,95,100,6.06,RU,overcast clouds
