City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
145,Comodoro Rivadavia,-45.8667,-67.5,73.26,31,40,5.75,AR,scattered clouds
146,Hobart,-42.8794,147.3294,73.27,60,0,6.91,AU,clear sky
147,Ostrovnoy,68.0531,39.5131,27.52,94,54,5.03,RU,broken clouds
148,Sumbe,-11.2061,13.8437,76.73,82,98,6.76,AO,overcast clouds
149,Abnub,27.2696,31.1511,65.03,54,96,6.22,EG,overcast clouds
150,Ambulu,-8.345,113.6058,81.14,79,94,0.92,ID,overcast clouds
151,Severo-Kurilsk,50.6789,156.125,39.72,74,78,18.03,RU,broken clouds
152,Guanhaes,-18.775,-42.9325,65.17,73,76,4.29,BR,light rain
153,Ambilobe,-13.2,49.05,71.02,76,100,5.03,MG,overcast clouds
154,Acandi,8.5063,-77.2778,77.76,87,100,3.51,CO,overcast clouds
155,Imbituba,-28.24,-48.6703,60.78,88,93,6.6,BR,overcast clouds
156,Plettenberg Bay,-34.0527,23.3716,59.45,71,0,6.82,ZA,clear sky
157,Fare,-16.7,-151.0167,78.64,75,15,8.16,PF,few clouds
158,Pandan,14.0453,124.1694,83.17,82,100,9.15,PH,moderate rain
159,Salinopolis,-0.6136,-47.3561,78.35,87,100,8.21,BR,moderate rain
160,Pasinler,39.9803,41.6764,41.99,60,100,2.21,TR,light rain
161,Margate,51.3813,1.3862,59.9,79,100,11.01,GB,overcast clouds
162,Bethel,41.3712,-73.414,68.36,21,0,8.05,US,clear sky
163,Lorengau,-2.0226,147.2712,84.69,73,100,5.73,PG,overcast clouds
164,Mahebourg,-20.4081,57.7,71.89,88,20,4.61,MU,few clouds
165,Bengkulu,-3.8004,102.2655,75.25,89,100,2.51,ID,overcast clouds
166,Dongzhen,22.3797,110.9389,72.27,76,68,3.62,CN,broken clouds
167,San Cristobal,7.7669,-72.225,71.78,96,99,2.17,VE,overcast clouds
168,Tongliao,43.6125,122.2653,43.12,29,100,12.08,CN,overcast clouds
169,Ust-Kan,50.9276,84.761,30.54,97,100,1.34,RU,light snow
170,Channel-Port Aux Basques,47.5702,-59.1367,51.62,81,94,24.72,CA,overcast clouds
171,Haines Junction,60.7522,-137.5108,-4.05,77,90,1.14,CA,overcast clouds
172,Indian Head,38.6001,-77.1622,71.08,54,0,8.05,US,clear sky
173,Talnakh,69.4865,88.3972,-3.66,100,88,5.73,RU,overcast clouds
174,Hobyo,5.3505,48.5268,79.77,74,27,6.82,SO,scattered clouds
175,Constitucion,-35.3333,-72.4167,54.97,81,100,9.89,CL,overcast clouds
176,Bud,39.447,-86.1758,55.67,38,100,8.77,US,overcast clouds
177,San Patricio,28.017,-97.5169,78.67,81,0,10.58,US,clear sky
178,Mayo,38.8876,-76.5119,70.09,58,0,4.61,US,clear sky
179,Vila,42.0304,-8.1588,54.48,93,83,9.19,PT,broken clouds
180,Sao Sebastiao,-23.76,-45.4097,64.96,89,87,3.89,BR,overcast clouds
181,Okhotsk,59.3833,143.3,8.1,66,4,20.2,RU,clear sky
182,Victoria,22.2855,114.1577,73.26,89,99,11.01,HK,overcast clouds
183,Nioro,13.35,-15.75,75.74,63,100,5.3,GM,overcast clouds
184,Narrabri,-30.3167,149.7833,71.53,59,22,5.01,AU,few clouds
185,Ixtapa,20.7,-105.2,79.83,69,0,8.05,MX,clear sky
186,Harnosand,62.6323,17.9379,39.99,92,100,11.7,SE,overcast clouds
187,Jumla,29.2747,82.1838,41.2,50,0,4.72,NP,clear sky
188,Boa Vista,2.8197,-60.6733,80.58,78,40,6.91,BR,scattered clouds
189,Coquimbo,-29.9533,-71.3436,56.93,88,100,3.44,CL,overcast clouds
190,Batalha,-9.6778,-37.1247,74.14,87,96,8.19,BR,overcast clouds
191,Saskylakh,71.9167,114.0833,-23.8,99,43,5.5,RU,scattered clouds
192,Jati,24.3539,68.2671,73.62,65,0,6.8,PK,clear sky
193,Kaeo,-35.1,173.7833,60.33,95,100,13.69,NZ,light rain
194,Inhambane,-23.865,35.3833,75.65,86,31,8.25,MZ,scattered clouds
195,Luderitz,-26.6481,15.1594,61.0,89,81,9.42,NA,broken clouds
196,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.98,97,100,0.74,BR,overcast clouds
197,Portel,-1.9356,-50.8211,74.91,94,100,2.91,BR,overcast clouds
198,Mosquera,4.7059,-74.2302,59.09,77,75,4.61,CO,light intensity drizzle
199,Ajdabiya,30.7554,20.2263,65.34,75,0,7.02,LY,clear sky
200,Tura,25.5198,90.2201,64.85,81,0,3.51,IN,clear sky
201,Cherskiy,68.75,161.3,-6.34,98,13,3.42,RU,few clouds
202,Beringovskiy,63.05,179.3167,29.71,97,100,15.19,RU,snow
203,Cabo San Lucas,22.8909,-109.9124,81.7,67,20,16.11,MX,few clouds
204,Pevek,69.7008,170.3133,1.42,95,15,1.3,RU,few clouds
205,Sitka,57.0531,-135.33,37.29,23,0,0.0,US,clear sky
206,Provideniya,64.3833,-173.3,32.11,74,100,22.37,RU,snow
207,Vallenar,-28.5708,-70.7581,65.52,60,100,2.46,CL,overcast clouds
208,New Norfolk,-42.7826,147.0587,76.71,33,20,1.01,AU,few clouds
209,Bom Jesus,-9.0744,-44.3586,77.68,68,100,1.23,BR,overcast clouds
210,Lasa,46.6166,10.7002,43.68,60,96,1.77,IT,overcast clouds
211,Sarahan,31.5167,77.8,42.22,35,0,7.45,IN,clear sky
212,Raton,36.9034,-104.4391,57.54,50,0,16.11,US,clear sky
213,Leningradskiy,69.3833,178.4167,15.48,88,100,7.02,RU,overcast clouds
214,Sobolevo,54.4299,31.8996,41.76,89,100,11.54,RU,overcast clouds
215,Kirakira,-10.4544,161.9205,84.31,77,31,8.21,SB,scattered clouds
216,Atambua,-9.1061,124.8925,84.06,60,96,1.12,ID,overcast clouds
217,Afua,-0.1567,-50.3867,73.87,97,100,1.48,BR,overcast clouds
218,Anloga,5.7947,0.8973,80.76,79,17,4.25,GH,light rain
219,Lima,-12.0432,-77.0282,66.9,74,0,9.22,PE,clear sky
220,Garowe,8.4054,48.4845,71.67,82,2,8.7,SO,clear sky
221,Ancud,-41.8697,-73.8203,53.69,95,99,3.0,CL,overcast clouds
222,Usinsk,65.9939,57.5281,25.3,96,100,13.51,RU,overcast clouds
223,Mattawa,46.7379,-119.9028,48.2,65,100,15.99,US,overcast clouds
224,Qaanaaq,77.484,-69.3632,-0.65,97,100,4.99,GL,overcast clouds
225,Tiksi,71.6872,128.8694,0.81,91,100,17.83,RU,overcast clouds
226,Husavik,66.0449,-17.3389,39.72,90,100,10.16,IS,overcast clouds
227,Luxor,25.6989,32.6421,62.65,39,0,2.3,EG,clear sky
228,Salalah,17.0151,54.0924,75.29,83,0,3.44,OM,clear sky
229,Qui Nhon,13.7667,109.2333,75.69,81,100,11.59,VN,overcast clouds
230,Chuy,-33.6971,-53.4616,58.69,83,11,9.44,UY,few clouds
231,Longyearbyen,78.2186,15.6401,24.64,80,75,14.97,SJ,broken clouds
232,Porto Torres,40.835,8.3972,55.58,82,32,6.13,IT,scattered clouds
233,Hasaki,35.7333,140.8333,63.28,54,0,14.03,JP,clear sky
234,Dod Ballapur,13.2919,77.5431,64.42,94,0,4.81,IN,clear sky
235,Huambo,-12.7761,15.7392,60.84,82,96,1.23,AO,overcast clouds
236,Wageningen,51.9667,5.6667,55.94,85,75,11.5,NL,broken clouds
237,Kaitangata,-46.2817,169.8464,56.98,72,100,6.35,NZ,overcast clouds
238,Davidson,36.1501,-86.7833,72.12,62,75,9.22,US,broken clouds
239,Kavieng,-2.5744,150.7967,84.51,69,100,5.17,PG,light rain
240,Nicolas Bravo,18.45,-88.9167,76.71,78,69,1.72,MX,broken clouds
241,Kalmunai,7.4167,81.8167,76.46,88,100,7.58,LK,overcast clouds
242,Bonthe,7.5264,-12.505,78.55,84,99,3.76,SL,overcast clouds
243,Polis,35.0367,32.4264,58.82,79,3,6.17,CY,clear sky
244,Belaya Gora,68.5333,146.4167,-17.34,95,14,5.17,RU,few clouds
245,Faya,18.3851,42.4509,57.72,86,1,3.76,SA,clear sky
246,Mitzic,0.7821,11.549,67.37,99,100,1.7,GA,moderate rain
247,Shahrud,36.4182,54.9763,37.89,74,20,5.86,IR,few clouds
248,Stornoway,58.2093,-6.3865,55.36,91,100,14.97,GB,light rain
249,Vanimo,-2.6741,141.3028,82.72,79,100,2.89,PG,overcast clouds
250,Monrovia,6.3005,-10.7969,77.81,85,100,3.94,LR,overcast clouds
251,Talara,-4.5772,-81.2719,65.16,77,75,13.8,PE,broken clouds
252,Nara,34.6851,135.8049,61.97,47,0,6.24,JP,clear sky
253,Worthington,40.0931,-83.018,54.86,36,0,5.75,US,clear sky
254,Codrington,-38.2667,141.9667,73.92,65,6,10.02,AU,clear sky
255,Jaicos,-7.3592,-41.1378,77.9,69,33,3.98,BR,scattered clouds
256,Acarau,-2.8856,-40.12,79.14,73,21,14.2,BR,few clouds
257,Songkhla,6.8333,100.6667,75.25,90,85,2.42,TH,overcast clouds
258,Curillo,1.0333,-75.9191,76.55,76,97,1.59,CO,overcast clouds
259,Griffith,41.5284,-87.4237,46.89,66,0,11.5,US,clear sky
260,Half Moon Bay,37.4636,-122.4286,56.32,74,75,17.27,US,broken clouds
261,Ketchikan,55.3422,-131.6461,32.47,27,0,11.5,US,clear sky
262,Mersing,2.4312,103.8405,76.91,94,40,3.44,MY,moderate rain
263,Keokuk,40.3973,-91.3849,50.09,46,0,6.91,US,clear sky
264,Itacoatiara,-3.1431,-58.4442,73.78,96,82,1.3,BR,broken clouds
265,Bulach,47.522,8.5405,48.34,92,40,1.14,CH,fog
266,Mbandaka,0.0487,18.2603,70.79,96,100,2.86,CD,overcast clouds
267,Naze,28.3667,129.4833,70.72,59,2,10.16,JP,clear sky
268,Namibe,-15.1961,12.1522,67.95,77,0,6.69,AO,clear sky
269,Luga,58.7372,29.8453,40.1,94,100,8.23,RU,overcast clouds
270,Coihaique,-45.5752,-72.0662,56.01,88,0,2.3,CL,clear sky
271,Sao Filipe,14.8961,-24.4956,77.99,66,100,4.18,CV,overcast clouds
272,Kudahuvadhoo,2.6708,72.8944,81.23,74,18,9.6,MV,few clouds
273,Dunedin,-45.8742,170.5036,59.31,71,83,10.83,NZ,broken clouds
274,San Jeronimo,-11.9472,-75.2829,46.99,90,100,1.88,PE,overcast clouds
275,Pacific Grove,36.6177,-121.9166,59.34,66,100,9.22,US,overcast clouds
276,Zhigansk,66.7697,123.3711,-8.39,94,100,6.29,RU,overcast clouds
277,Ankara,39.9199,32.8543,49.21,67,1,5.01,TR,clear sky
278,Leua,48.2156,18.6071,45.5,89,100,2.04,SK,overcast clouds
279,Morro Bay,35.3658,-120.8499,59.45,74,31,1.01,US,scattered clouds
280,Charters Towers,-20.1,146.2667,84.79,36,0,9.86,AU,clear sky
281,College,64.8569,-147.8028,19.8,67,100,0.0,US,overcast clouds
282,Ballitoville,-29.539,31.2144,72.16,83,100,4.61,ZA,moderate rain
283,Hualmay,-11.0964,-77.6139,64.36,82,16,6.4,PE,few clouds
284,Nishihara,26.1842,127.7558,75.25,83,100,11.5,JP,overcast clouds
285,Katsuura,35.1333,140.3,63.01,71,0,10.65,JP,clear sky
286,Batagay-Alyta,67.8006,130.4114,-1.03,88,100,2.37,RU,overcast clouds
287,Narovchat,53.8765,43.6946,33.96,94,100,6.51,RU,overcast clouds
288,Airai,-8.9266,125.4092,73.15,59,90,1.07,TL,overcast clouds
289,Grand Gaube,-20.0064,57.6608,72.0,78,13,3.0,MU,few clouds
290,Bambous Virieux,-20.3428,57.7575,71.85,88,20,4.61,MU,few clouds
291,Naryan-Mar,67.6713,53.087,32.77,98,100,11.16,RU,light snow
292,Imeni Zhelyabova,58.9544,36.5956,33.4,96,100,6.78,RU,overcast clouds
293,Santa Cruz Del Sur,20.7147,-77.9956,75.24,83,3,11.14,CU,moderate rain
294,Lavrentiya,65.5833,-171.0,28.92,97,100,21.94,RU,snow
295,Hambantota,6.1241,81.1185,75.54,100,75,2.3,LK,moderate rain
296,Vostok,46.4856,135.8833,33.49,62,28,5.86,RU,scattered clouds
297,Krasnoselkup,65.7,82.4667,20.88,96,100,6.49,RU,overcast clouds
298,Kenora,49.8167,-94.4337,29.37,86,100,5.75,CA,overcast clouds
299,Manzanillo,20.3433,-77.1167,75.33,84,28,9.8,CU,scattered clouds
300,Vikhorevka,56.1201,101.1636,24.39,84,100,8.75,RU,overcast clouds
301,Kang,-23.6752,22.7876,60.42,92,4,5.57,BW,clear sky
302,Ngunguru,-35.6167,174.5,60.46,97,100,22.66,NZ,moderate rain
303,Lebu,-37.6167,-73.65,53.76,84,100,9.55,CL,overcast clouds
304,Denpasar,-8.65,115.2167,82.06,83,20,2.3,ID,few clouds
305,Pontes E Lacerda,-15.2261,-59.3353,73.69,41,0,4.74,BR,clear sky
306,La Rioja,42.25,-2.5,37.18,60,100,6.82,ES,overcast clouds
307,Chinhoyi,-17.3667,30.2,67.77,79,100,3.06,ZW,overcast clouds
308,Dubi,50.6856,13.7856,49.26,93,30,4.97,CZ,scattered clouds
309,Faanui,-16.4833,-151.75,78.85,73,21,6.64,PF,few clouds
310,Walvis Bay,-22.9575,14.5053,61.09,94,28,6.91,NA,scattered clouds
311,Plouzane,48.3833,-4.6167,53.78,94,100,20.71,FR,overcast clouds
312,Sinnamary,5.3833,-52.95,78.3,86,100,9.33,GF,overcast clouds
313,Marigot,18.0667,-63.0833,80.38,83,40,8.05,MF,scattered clouds
314,Saint-Francois,46.4154,3.9054,41.68,93,0,0.0,FR,clear sky
315,Quatre Cocos,-20.2078,57.7625,71.71,79,60,10.96,MU,light rain
316,Kumylzhenskaya,49.8809,42.5898,36.99,77,90,5.06,RU,overcast clouds
317,Malyye Derbety,47.9547,44.6808,35.6,78,100,6.6,RU,overcast clouds
318,Esperance,-33.8667,121.9,58.84,74,100,15.46,AU,overcast clouds
319,Guerrero Negro,27.9769,-114.0611,67.51,70,87,14.0,MX,overcast clouds
320,Mount Gambier,-37.8333,140.7667,77.59,42,0,5.91,AU,clear sky
321,Lagoa,39.05,-27.9833,63.09,67,100,18.34,PT,overcast clouds
322,Sekoma,-24.4,23.8833,64.11,91,43,3.53,BW,scattered clouds
323,West Bay,19.3667,-81.4167,82.47,75,40,12.66,KY,scattered clouds
324,Sayyan,15.1718,44.3244,50.65,45,6,2.24,YE,clear sky
325,Malakal,9.5334,31.6605,75.96,62,100,3.89,SS,overcast clouds
326,Raya,27.5667,77.7833,70.81,63,5,4.41,IN,clear sky
327,Bathsheba,13.2167,-59.5167,83.01,78,20,17.27,BB,few clouds
328,Vao,-22.6667,167.4833,74.5,85,90,18.03,NC,overcast clouds
329,Los Llanos De Aridane,28.6585,-17.9182,65.95,49,0,8.05,ES,clear sky
330,Wanaka,-44.7,169.15,64.49,49,13,3.09,NZ,few clouds
331,Bozoum,6.3193,16.3799,69.91,65,100,2.91,CF,overcast clouds
332,Nago,26.5881,127.9761,76.05,74,100,10.65,JP,overcast clouds
333,Japeri,-22.6431,-43.6533,65.55,97,99,1.28,BR,overcast clouds
334,Port Lincoln,-34.7333,135.8667,79.18,41,100,15.59,AU,overcast clouds
335,Goure,13.9835,10.2704,73.18,17,5,7.56,NE,clear sky
336,Corn Island,12.1694,-83.0418,83.12,64,100,14.36,NI,overcast clouds
337,Porgera,-5.4667,143.2,52.95,82,99,3.2,PG,overcast clouds
338,Kuusamo,65.9667,29.1833,24.84,93,100,4.61,FI,overcast clouds
339,San Policarpo,12.1791,125.5072,83.34,80,100,6.73,PH,overcast clouds
340,Marrakesh,31.6315,-8.0083,64.47,48,0,3.44,MA,clear sky
341,Hidalgo,20.5,-99.0,59.32,89,1,6.78,MX,clear sky
342,Laguna,38.421,-121.4238,57.9,75,100,13.8,US,overcast clouds
343,Carauari,-4.8828,-66.8958,77.9,69,38,2.3,BR,scattered clouds
344,Istra,55.9178,36.8642,35.83,96,100,8.95,RU,overcast clouds
345,Mount Isa,-20.7333,139.5,92.97,27,0,8.05,AU,clear sky
346,Puerto Escondido,15.85,-97.0667,83.23,65,75,5.75,MX,broken clouds
